algorithm,rec@1,prec@1,f1@1,rec_unigram@1,prec_unigram@1,f1_unigram@1,rec@5,prec@5,f1@5,rec_unigram@5,prec_unigram@5,f1_unigram@5,rec@10,prec@10,f1@10,rec_unigram@10,prec_unigram@10,f1_unigram@10,rec@15,prec@15,f1@15,rec_unigram@15,prec_unigram@15,f1_unigram@15,rec@20,prec@20,f1@20,rec_unigram@20,prec_unigram@20,f1_unigram@20,avg_num_tokens_in_summ, avg_num_kps_in_summ
Bayatmakou,0.0017,0.0333,0.0032,0.0191,0.2778,0.0357,0.0100,0.0400,0.0160,0.0759,0.2224,0.1129,0.0150,0.0300,0.0200,0.1265,0.1867,0.1504,0.0200,0.0267,0.0229,0.1639,0.1601,0.1615,0.0217,0.0217,0.0217,0.1933,0.1419,0.1631,2.9950,20.0000
